state,account_length,area_code,number_vmail_messages,customer_service_calls,churn,international_plan_total,voice_mail_plan_total,total_calls,total_charges,total_minutes
VT,101,415,0,3,0,1.0,1.0,325,54.379999999999995,567.3
NY,9,415,16,2,0,1.0,1.0,294,43.65,507.5
CT,97,415,0,0,0,1.0,1.0,263,73.06,749.6
KS,94,408,0,3,1,1.0,1.0,311,76.22,729.5
MI,127,510,25,0,0,1.0,1.0,276,69.44999999999999,703.3
SD,125,510,34,0,0,1.0,1.0,325,72.59000000000002,618.4999999999999
ME,140,415,0,1,0,1.0,1.0,330,62.68000000000001,659.5999999999999
MD,90,415,0,2,0,1.0,1.0,390,44.419999999999995,505.30000000000007
VA,67,415,0,2,0,1.0,1.0,259,54.31,589.4000000000001
NJ,113,415,0,1,0,1.0,1.0,249,61.74999999999999,583.7
TN,121,510,26,0,0,1.0,1.0,308,64.56,659.6
DC,93,408,0,4,0,1.0,1.0,276,57.019999999999996,555.1999999999999
DC,121,408,0,1,0,1.0,1.0,278,50.6,444.8
OR,53,408,0,0,1,1.0,1.0,338,76.29,697.8
RI,75,415,0,1,0,1.0,1.0,284,58.4,544.4
AK,132,510,0,2,0,1.0,1.0,320,69.74,746.4000000000001
WI,162,408,0,3,0,1.0,1.0,347,48.529999999999994,451.9
IN,140,415,0,1,0,1.0,1.0,342,61.29,645.8
MI,91,408,0,2,0,1.0,1.0,340,58.58,632.1
ID,73,510,28,2,0,1.0,1.0,370,56.85,545.1999999999999
NH,95,408,0,4,1,1.0,1.0,327,72.73,702.7
MN,145,408,0,0,0,1.0,1.0,363,68.66000000000001,668.2
AZ,100,415,0,1,0,1.0,1.0,274,42.46999999999999,401.29999999999995
MN,122,415,0,2,0,1.0,1.0,320,71.04,684.8
MO,109,415,0,0,0,1.0,1.0,265,73.42999999999999,748.9
AL,82,408,0,1,0,1.0,1.0,323,49.87,546.1
PA,65,415,23,0,0,1.0,1.0,285,66.91000000000001,646.3999999999999
AK,52,510,0,3,0,1.0,1.0,272,49.89,493.8
MS,136,415,24,2,0,1.0,1.0,286,56.72,574.4
IA,75,415,0,1,0,1.0,1.0,306,49.269999999999996,518.4
WY,146,408,0,1,0,1.0,1.0,249,54.79,615.7
NE,105,408,0,4,0,1.0,1.0,316,58.31,600.6
ND,48,415,0,2,0,1.0,1.0,284,63.48000000000001,574.4
CT,45,415,0,1,0,1.0,1.0,300,64.38,696.3000000000001
NC,106,415,37,2,0,1.0,1.0,298,67.14,609.3000000000001
CT,33,510,0,2,0,1.0,1.0,245,59.50000000000001,571.3
ND,68,408,0,2,0,1.0,1.0,346,61.5,577.1999999999999
WA,106,408,0,0,0,1.0,1.0,258,64.58,621.0999999999999
NV,141,415,0,0,0,1.0,1.0,286,56.92999999999999,536.1
CO,98,408,0,0,0,1.0,1.0,340,66.75,592.5
KS,94,510,28,0,0,1.0,1.0,265,58.93000000000001,480.6
CO,65,510,0,2,0,1.0,1.0,276,54.18999999999999,546.4
MO,85,415,0,1,0,1.0,1.0,337,55.74,594.9999999999999
MA,71,510,0,3,1,1.0,1.0,331,85.52999999999999,817.6999999999999
NY,112,408,30,0,0,1.0,1.0,315,33.97,372.6
AK,110,415,0,0,0,1.0,1.0,305,52.83,555.1
WI,111,415,0,2,0,1.0,1.0,299,71.81,655.1
NH,74,408,0,2,1,1.0,1.0,304,80.07,723.8000000000001
TN,105,510,0,2,0,1.0,1.0,271,46.02,472.29999999999995
NY,40,408,0,0,0,1.0,1.0,272,70.55000000000001,639.0
GA,128,408,18,0,1,1.0,1.0,302,64.92999999999999,615.1
MN,123,408,0,2,1,1.0,1.0,306,76.38000000000001,747.1999999999999
MI,122,510,0,0,0,1.0,1.0,252,52.739999999999995,535.2
ID,114,408,19,3,0,1.0,1.0,322,57.42,568.8000000000001
CT,102,415,25,2,0,1.0,1.0,282,49.599999999999994,512.5
NC,126,415,0,0,0,1.0,1.0,267,47.14,574.4
LA,150,415,0,4,1,1.0,1.0,273,51.559999999999995,519.3000000000001
NJ,60,408,0,2,1,1.0,1.0,296,85.09,799.9000000000001
TX,123,408,0,3,0,1.0,1.0,284,70.28,621.0
CA,138,510,0,0,1,1.0,1.0,324,62.910000000000004,620.3000000000001
MD,29,510,0,1,0,1.0,1.0,236,54.51,484.8
WY,111,415,0,4,0,1.0,1.0,334,63.11000000000001,581.5
TX,37,510,0,0,1,1.0,1.0,306,57.79,592.0999999999999
CA,111,408,0,0,1,1.0,1.0,297,76.63,735.6
UT,81,510,0,1,0,1.0,1.0,260,58.69,614.2
WA,46,510,0,1,0,1.0,1.0,298,48.87,525.8000000000001
MS,69,510,27,0,0,1.0,1.0,272,83.32999999999998,803.6999999999999
OH,125,408,0,1,0,1.0,1.0,280,42.28999999999999,464.3
KS,43,415,0,3,0,1.0,1.0,313,33.74,478.09999999999997
RI,127,415,27,1,0,1.0,1.0,253,55.45,625.1999999999999
IN,94,510,0,1,0,1.0,1.0,314,71.43,698.0
VT,46,408,0,3,0,1.0,1.0,276,63.71,630.4000000000001
MT,73,408,26,2,0,1.0,1.0,297,44.08,469.59999999999997
CT,146,408,23,2,0,1.0,1.0,359,61.02,690.3
NM,93,415,0,1,0,1.0,1.0,291,72.7,671.1
OH,52,408,31,1,0,1.0,1.0,266,54.94,599.5
GA,202,510,0,3,0,1.0,1.0,323,44.79,485.8
MN,129,510,31,2,0,1.0,1.0,285,63.59,625.6999999999999
CT,94,415,0,1,0,1.0,1.0,239,69.19,700.4
AL,100,415,0,0,0,1.0,1.0,352,55.85,543.2
WV,43,415,0,1,0,1.0,1.0,298,69.66999999999999,680.1999999999999
NH,130,415,0,0,0,1.0,1.0,309,63.51,591.5999999999999
WY,124,415,0,3,0,1.0,1.0,342,64.02,663.9
VA,92,510,0,3,1,1.0,1.0,332,76.53999999999999,755.9000000000001
VT,48,415,0,4,0,1.0,1.0,276,59.79,592.0
OH,98,510,29,2,0,1.0,1.0,317,50.349999999999994,583.7
MT,100,415,0,1,1,1.0,1.0,328,44.25000000000001,465.6
MA,79,415,0,3,0,1.0,1.0,304,48.62,479.50000000000006
VA,164,415,0,1,0,1.0,1.0,243,46.309999999999995,471.90000000000003
NM,105,415,0,1,0,1.0,1.0,309,64.64,681.3999999999999
AR,89,408,0,0,0,1.0,1.0,329,59.37,541.1999999999999
NE,126,415,0,3,1,1.0,1.0,300,75.67000000000002,691.2
WY,96,408,0,1,0,1.0,1.0,273,56.53,606.4
IA,120,415,33,0,0,1.0,1.0,260,74.53999999999999,621.1999999999999
SC,212,415,0,2,1,1.0,1.0,346,75.86000000000001,724.4
NC,72,415,0,2,0,1.0,1.0,316,50.5,564.4
HI,155,415,26,1,0,1.0,1.0,336,57.42,508.7
UT,89,415,0,2,0,1.0,1.0,285,39.660000000000004,424.7
WY,126,408,0,2,0,1.0,1.0,350,70.76,741.9000000000001
AL,172,408,0,2,1,1.0,1.0,322,78.52999999999999,707.1
VA,75,415,0,3,0,1.0,1.0,304,67.12,640.1999999999999
WI,143,510,0,2,0,1.0,1.0,333,56.62,557.6
FL,166,510,0,0,1,1.0,1.0,284,44.72,560.5
KS,132,415,0,1,0,1.0,1.0,328,63.910000000000004,665.0999999999999
NV,94,408,0,1,1,1.0,1.0,277,54.02,610.1999999999999
NY,99,415,0,0,0,1.0,1.0,256,56.260000000000005,545.2
VA,136,415,35,1,0,1.0,1.0,313,71.81,725.1
KS,119,415,0,1,0,1.0,1.0,307,73.53999999999999,716.8
NC,115,510,0,3,1,1.0,1.0,278,72.17,632.0
MO,160,415,0,2,0,1.0,1.0,319,61.32999999999999,605.9
ND,166,510,0,2,0,1.0,1.0,289,64.22,598.4000000000001
CA,120,510,0,1,0,1.0,1.0,317,52.81,584.0
WV,173,415,0,1,0,1.0,1.0,354,54.56,479.5
IL,156,415,0,0,0,1.0,1.0,269,60.040000000000006,621.0
NY,70,415,0,0,0,1.0,1.0,305,63.76,668.6
NV,41,510,0,1,0,1.0,1.0,318,60.11,607.8
AL,132,408,0,0,0,1.0,1.0,262,64.27000000000001,607.4000000000001
KS,47,510,0,0,1,1.0,1.0,346,33.800000000000004,392.59999999999997
ND,160,510,0,1,0,1.0,1.0,291,37.86,372.09999999999997
OK,180,415,0,3,0,1.0,1.0,319,50.739999999999995,516.5
UT,93,415,0,2,0,1.0,1.0,262,58.339999999999996,612.5
OH,109,415,0,2,0,1.0,1.0,279,61.8,637.9
WY,80,510,0,0,0,1.0,1.0,310,47.730000000000004,509.29999999999995
NM,54,415,24,2,0,1.0,1.0,308,39.7,396.3
AL,121,415,0,2,0,1.0,1.0,339,52.0,562.0
DC,157,510,29,1,0,1.0,1.0,333,67.47999999999999,632.6
ID,170,510,37,0,0,1.0,1.0,330,65.36,676.9
AR,138,510,0,3,0,1.0,1.0,347,60.790000000000006,621.0
ID,92,415,31,1,0,1.0,1.0,302,65.38,678.5
TX,126,415,0,1,0,1.0,1.0,305,57.29,545.0
NM,41,415,0,3,1,1.0,1.0,283,80.39,796.6
WA,167,415,0,4,1,1.0,1.0,300,56.580000000000005,571.4
UT,91,510,0,2,0,1.0,1.0,314,60.83,687.6999999999999
RI,127,510,0,3,0,1.0,1.0,316,41.29,444.9
NC,88,408,27,1,0,1.0,1.0,303,48.74,545.3
RI,113,415,0,1,0,1.0,1.0,313,37.54,404.0
NY,78,510,0,2,0,1.0,1.0,281,57.04,588.4
TX,123,408,0,2,0,1.0,1.0,269,72.89,668.1999999999999
DE,136,408,29,2,0,1.0,1.0,290,47.45,568.2
MS,68,415,34,1,0,1.0,1.0,302,53.89999999999999,558.9
OH,132,415,10,0,0,1.0,1.0,242,65.45,629.0999999999999
LA,133,415,0,2,0,1.0,1.0,296,65.12,633.5
FL,127,415,0,0,0,1.0,1.0,348,65.37,547.6999999999999
WA,110,415,0,2,0,1.0,1.0,253,69.16,669.3
WV,121,510,0,1,0,1.0,1.0,287,52.48000000000001,522.3
NY,116,510,0,2,0,1.0,1.0,362,43.06,477.4
NE,112,415,16,1,0,1.0,1.0,258,60.47,559.6
PA,97,510,0,4,1,1.0,1.0,318,63.43,690.1
MS,43,510,0,2,0,1.0,1.0,377,46.96,459.90000000000003
IN,110,415,0,3,0,1.0,1.0,352,51.07,534.5
VA,67,408,0,1,0,1.0,1.0,366,59.73,575.3000000000001
MN,166,408,0,0,0,1.0,1.0,331,47.71,480.90000000000003
DE,129,408,0,1,0,1.0,1.0,324,58.870000000000005,616.1999999999999
OR,103,510,0,3,0,1.0,1.0,273,50.42,480.90000000000003
UT,71,415,0,0,1,1.0,1.0,268,78.22,736.0
CT,112,415,27,4,0,1.0,1.0,324,66.97999999999999,640.1
AL,8,415,36,1,0,1.0,1.0,268,65.1,595.9
TX,98,415,0,0,1,1.0,1.0,267,74.92999999999999,730.0999999999999
CT,90,415,0,1,0,1.0,1.0,355,64.44,624.9000000000001
MS,13,415,0,0,1,1.0,1.0,302,79.38,712.8
AR,58,415,0,2,0,1.0,1.0,282,67.86,619.0
CA,137,415,22,2,0,1.0,1.0,310,58.60999999999999,559.6
MI,116,408,0,5,1,1.0,1.0,303,56.629999999999995,611.4
WV,94,415,28,3,0,1.0,1.0,283,39.44,456.0
DE,87,415,0,3,0,1.0,1.0,271,62.64,635.5000000000001
FL,120,415,0,2,0,1.0,1.0,265,59.53,573.4000000000001
AK,97,415,24,0,0,1.0,1.0,293,58.870000000000005,616.7
ID,134,415,0,6,0,1.0,1.0,301,57.38999999999999,524.5999999999999
OH,68,510,0,2,0,1.0,1.0,234,49.72,509.0
NH,93,408,0,1,0,1.0,1.0,251,61.190000000000005,633.4
MA,120,415,0,1,0,1.0,1.0,323,51.08999999999999,512.7
SC,41,408,0,2,0,1.0,1.0,343,71.96,688.9000000000001
OR,80,510,0,2,0,1.0,1.0,260,62.01,581.9
OH,83,415,25,2,0,1.0,1.0,322,69.8,709.0
NC,109,510,0,2,0,1.0,1.0,348,60.459999999999994,541.3
KY,66,510,33,3,0,1.0,1.0,314,34.11,378.2
ID,104,510,0,0,0,1.0,1.0,283,44.87,526.8000000000001
WA,89,510,0,1,0,1.0,1.0,289,54.29,597.2
WV,127,510,0,2,0,1.0,1.0,299,63.78000000000001,579.4
RI,117,408,13,1,0,1.0,1.0,240,61.37,602.8
KS,128,510,0,2,0,1.0,1.0,348,69.65,623.8000000000001
NV,88,415,0,4,1,1.0,1.0,287,56.34,595.5
NE,61,408,0,1,1,1.0,1.0,345,75.78999999999999,695.4
FL,22,415,0,2,0,1.0,1.0,355,59.6,596.3
WY,78,415,0,0,0,1.0,1.0,293,52.91000000000001,521.1999999999999
WA,56,415,29,1,0,1.0,1.0,330,30.18,413.29999999999995
CO,192,415,0,2,0,1.0,1.0,294,63.21,633.6999999999999
WI,70,415,0,2,0,1.0,1.0,324,52.269999999999996,532.1
KS,148,510,0,1,0,1.0,1.0,276,70.72,678.5
RI,65,415,29,2,0,1.0,1.0,302,58.550000000000004,514.5
MT,119,510,0,1,0,1.0,1.0,255,52.44,546.1999999999999
CO,80,415,0,0,0,1.0,1.0,312,63.15,611.6
CT,152,408,20,5,0,1.0,1.0,349,74.08000000000001,729.6999999999999
FL,113,510,0,3,0,1.0,1.0,253,41.92,444.4
VT,75,510,0,1,0,1.0,1.0,381,68.61999999999999,719.3
OH,80,415,0,1,0,1.0,1.0,273,53.53000000000001,462.5
NH,148,408,0,1,0,1.0,1.0,334,28.73,393.0
RI,63,415,0,1,0,1.0,1.0,289,41.99999999999999,533.6999999999999
FL,97,415,28,1,0,1.0,1.0,248,53.67,535.8000000000001
MD,166,415,0,0,0,1.0,1.0,321,47.519999999999996,460.2
WY,94,408,0,1,0,1.0,1.0,312,60.84,615.1999999999999
FL,85,408,33,1,0,1.0,1.0,278,68.80000000000001,676.2
TN,80,415,0,1,1,1.0,1.0,282,75.03999999999999,689.6000000000001
NC,210,415,31,3,0,1.0,1.0,294,77.30000000000001,664.3000000000001
IN,88,415,25,1,0,1.0,1.0,310,80.13000000000001,733.3
IA,100,408,0,4,0,1.0,1.0,237,72.10000000000001,676.7
WV,154,408,35,1,0,1.0,1.0,243,37.44,415.20000000000005
UT,32,510,26,1,0,1.0,1.0,403,71.76,662.6
GA,18,408,0,3,0,1.0,1.0,312,62.24,611.4000000000001
AK,126,415,31,0,0,1.0,1.0,271,81.16999999999999,763.1000000000001
UT,144,510,37,1,0,1.0,1.0,294,64.29,570.5
MS,29,510,0,2,1,1.0,1.0,364,84.91999999999999,760.6999999999999
AR,86,408,16,0,0,1.0,1.0,306,53.75999999999999,563.5
AK,138,415,37,0,0,1.0,1.0,358,37.18,420.2
AK,146,415,0,3,0,1.0,1.0,266,69.68,740.2
ME,175,415,0,1,0,1.0,1.0,287,58.540000000000006,685.3
WV,74,510,0,2,0,1.0,1.0,303,58.59,666.0
CT,48,415,0,2,0,1.0,1.0,329,51.06999999999999,478.0
GA,74,510,31,4,0,1.0,1.0,206,71.00999999999999,649.4
NV,105,415,0,0,0,1.0,1.0,355,64.28,626.5
VT,157,510,0,3,0,1.0,1.0,209,55.59,555.4
DC,217,415,0,0,0,1.0,1.0,325,57.870000000000005,655.0999999999999
TN,68,415,0,1,0,1.0,1.0,225,65.61,695.1
OR,80,415,0,1,0,1.0,1.0,333,48.26,545.5
MS,38,415,25,2,0,1.0,1.0,338,60.190000000000005,596.1
NC,107,415,38,0,0,1.0,1.0,233,67.33999999999999,704.9
CO,140,415,0,3,0,1.0,1.0,239,57.98,620.7
AR,98,415,0,5,1,1.0,1.0,325,55.39000000000001,469.3
PA,114,415,0,2,0,1.0,1.0,300,53.559999999999995,544.8000000000001
MN,46,408,0,1,0,1.0,1.0,302,55.75,580.3999999999999
NM,118,415,42,0,0,1.0,1.0,322,54.49,597.0
UT,37,510,0,3,0,1.0,1.0,309,70.13,632.9
NE,34,415,0,0,0,1.0,1.0,328,56.050000000000004,550.5999999999999
MS,98,415,23,1,0,1.0,1.0,234,77.82000000000001,733.0
NV,113,510,0,3,1,1.0,1.0,365,75.87,720.2
OR,69,408,0,0,0,1.0,1.0,229,64.88,627.1
VA,121,415,0,2,0,1.0,1.0,357,49.39999999999999,499.29999999999995
NJ,59,510,31,1,0,1.0,1.0,239,67.17,652.1
WV,59,510,0,0,0,1.0,1.0,352,54.03,533.6
OR,190,415,0,0,0,1.0,1.0,313,46.29,440.70000000000005
KY,109,415,0,1,0,1.0,1.0,283,61.76,622.2
MO,136,415,0,2,0,1.0,1.0,308,47.379999999999995,536.9
TX,86,510,0,1,0,1.0,1.0,299,38.42,409.9
MN,100,415,27,0,0,1.0,1.0,265,68.58999999999999,658.5
FL,106,510,0,0,0,1.0,1.0,280,63.1,668.6999999999999
PA,104,415,0,2,0,1.0,1.0,292,54.67,568.0
WV,129,415,0,2,0,1.0,1.0,292,57.86000000000001,606.2
IN,205,510,0,2,0,1.0,1.0,275,32.489999999999995,398.9
OK,93,415,32,0,0,1.0,1.0,338,48.34,488.0
NE,123,415,0,3,0,1.0,1.0,287,50.800000000000004,576.9
DE,99,415,0,1,0,1.0,1.0,311,70.31,684.1
MI,61,415,33,3,0,1.0,1.0,274,75.1,683.9999999999999
IL,71,415,0,1,0,1.0,1.0,272,61.26,571.3000000000001
UT,4,510,0,0,0,1.0,1.0,268,62.18999999999999,664.1
IL,148,408,25,3,0,1.0,1.0,303,72.45000000000002,693.8
WA,141,415,0,1,0,1.0,1.0,329,62.96,708.6999999999999
NM,56,408,0,0,0,1.0,1.0,267,57.949999999999996,661.6
MD,160,415,0,3,0,1.0,1.0,257,67.92,574.0
VA,43,408,35,3,0,1.0,1.0,294,67.25,663.4
MT,42,415,0,2,0,1.0,1.0,270,53.150000000000006,508.2
CT,135,415,0,1,0,1.0,1.0,310,50.300000000000004,478.0
AL,106,415,0,3,0,1.0,1.0,253,59.55,534.3
WV,106,510,0,0,0,1.0,1.0,305,62.959999999999994,610.5
MO,83,415,30,3,0,1.0,1.0,317,78.33,715.0
ND,110,415,0,1,0,1.0,1.0,331,51.05,518.3
AR,153,408,0,1,0,1.0,1.0,231,69.38,800.8
GA,109,510,35,5,0,1.0,1.0,321,76.78,776.6
FL,31,510,0,1,0,1.0,1.0,257,56.72,579.0
LA,124,510,0,4,1,1.0,1.0,324,55.72,596.0999999999999
UT,110,415,0,2,1,1.0,1.0,357,79.69000000000001,757.8
AZ,124,415,0,0,0,1.0,1.0,333,68.08000000000001,633.9
NY,82,415,0,6,1,1.0,1.0,255,50.58,495.69999999999993
KY,122,415,0,1,0,1.0,1.0,280,49.45,511.5
AL,137,415,0,1,0,1.0,1.0,360,50.08,555.6999999999999
IN,69,510,0,1,0,1.0,1.0,329,54.92,579.7
IN,46,415,34,1,0,1.0,1.0,332,71.86999999999999,707.9000000000001
FL,103,415,0,1,0,1.0,1.0,287,54.83,548.7
NM,16,510,0,2,0,1.0,1.0,304,51.27,549.4000000000001
AL,119,415,0,3,0,1.0,1.0,274,40.57,446.4
MN,124,510,0,3,1,1.0,1.0,269,54.39,539.7
NY,122,415,37,1,0,1.0,1.0,315,66.42999999999999,687.4
MD,139,415,0,4,0,1.0,1.0,307,68.38,675.3999999999999
KS,67,510,0,2,0,1.0,1.0,299,51.51,563.2
WV,84,408,0,1,0,1.0,1.0,282,43.62,454.19999999999993
ID,101,510,17,0,0,1.0,1.0,256,61.32,592.6
LA,40,510,0,0,0,1.0,1.0,339,53.78000000000001,638.1
MI,61,415,0,2,0,1.0,1.0,329,57.52,566.0
TN,120,408,0,1,1,1.0,1.0,261,57.339999999999996,554.3
CA,95,415,0,1,0,1.0,1.0,314,62.03000000000001,578.1000000000001
FL,98,408,0,0,0,1.0,1.0,282,69.99,632.5
LA,114,415,0,2,0,1.0,1.0,302,51.6,520.6
IL,68,415,29,1,1,1.0,1.0,303,60.66,584.6
AL,149,415,20,2,0,1.0,1.0,317,75.69,695.6999999999999
CT,22,408,0,0,0,1.0,1.0,308,66.52,666.1
PA,176,415,0,0,0,1.0,1.0,338,43.32,347.7
TX,152,415,0,2,0,1.0,1.0,313,56.660000000000004,615.0
VA,118,408,0,0,0,1.0,1.0,229,57.7,571.1999999999999
MO,101,415,0,1,0,1.0,1.0,225,53.980000000000004,574.8000000000001
MT,102,408,0,2,1,1.0,1.0,303,77.09,701.1
ND,118,408,0,2,0,1.0,1.0,327,72.86999999999999,732.0
FL,105,415,0,2,1,1.0,1.0,332,84.85,838.4
WI,153,510,0,1,1,1.0,1.0,321,61.220000000000006,621.8000000000001
KY,71,415,0,0,0,1.0,1.0,348,43.32,425.70000000000005
MD,71,415,31,1,0,1.0,1.0,274,52.440000000000005,585.8000000000001
IN,68,415,0,2,0,1.0,1.0,319,64.56,593.3
MA,66,415,0,3,0,1.0,1.0,269,38.93000000000001,404.0
ND,101,415,0,3,0,1.0,1.0,374,65.04,634.7
VT,116,415,0,0,0,1.0,1.0,253,48.66,515.5
CT,54,415,33,0,0,1.0,1.0,211,61.35,602.4000000000001
VA,112,408,29,1,0,1.0,1.0,310,70.22,738.4
MS,122,408,45,1,0,1.0,1.0,293,50.599999999999994,512.7
AK,74,415,0,3,0,1.0,1.0,305,70.75,633.7
WY,90,415,0,1,0,1.0,1.0,277,65.26,585.2
NY,112,415,0,4,1,1.0,1.0,342,53.669999999999995,538.9
NC,85,510,0,4,0,1.0,1.0,310,57.190000000000005,561.8000000000001
IL,100,415,0,1,0,1.0,1.0,273,66.85,682.9000000000001
OH,114,415,0,2,0,1.0,1.0,311,57.43,566.4
RI,83,510,0,0,0,1.0,1.0,316,69.99,647.3
WY,157,415,0,0,0,1.0,1.0,314,59.660000000000004,610.1
OR,51,510,0,2,0,1.0,1.0,333,41.43000000000001,519.9
NV,42,415,0,1,1,1.0,1.0,239,79.58999999999999,688.9999999999999
ND,101,415,36,1,1,1.0,1.0,362,50.7,585.5999999999999
OR,112,510,0,3,0,1.0,1.0,324,58.74,523.6
ND,56,510,0,2,0,1.0,1.0,304,59.41,597.0999999999999
NJ,53,408,0,9,1,1.0,1.0,366,63.099999999999994,598.6999999999999
WV,64,415,22,1,0,1.0,1.0,236,57.64,569.8000000000001
VA,123,408,0,0,0,1.0,1.0,360,47.16,402.2
ID,68,510,30,2,0,1.0,1.0,330,52.31,565.5
CT,40,510,0,0,0,1.0,1.0,303,71.43,705.6999999999999
NM,132,408,0,0,0,1.0,1.0,266,72.46,720.9999999999999
CT,120,408,0,2,1,1.0,1.0,292,59.93000000000001,569.6999999999999
MI,108,408,32,6,1,1.0,1.0,323,55.94,517.9
SC,161,510,0,1,1,1.0,1.0,346,84.1,785.4
SC,130,415,0,0,1,1.0,1.0,348,62.82,583.3000000000001
NY,122,510,0,0,0,1.0,1.0,309,62.51,670.7
MT,130,408,19,2,0,1.0,1.0,306,56.27,582.2
WY,90,510,0,1,0,1.0,1.0,351,57.9,644.1
NE,139,415,25,0,0,1.0,1.0,266,39.97,390.90000000000003
IN,57,415,0,3,0,1.0,1.0,349,60.06,597.3000000000001
CO,128,510,0,4,0,1.0,1.0,272,67.72,706.5999999999999
WY,127,510,0,2,0,1.0,1.0,292,64.6,598.6
MD,107,415,0,1,1,1.0,1.0,241,76.74000000000001,649.0
OK,177,408,0,1,0,1.0,1.0,271,54.199999999999996,521.6
SD,121,415,0,1,0,1.0,1.0,281,50.910000000000004,449.9
SC,99,510,39,0,0,1.0,1.0,304,56.62,602.9
NY,126,415,0,1,1,1.0,1.0,293,76.03,716.3
NY,77,415,33,5,1,1.0,1.0,327,51.199999999999996,475.40000000000003
WV,21,415,0,2,0,1.0,1.0,352,43.71999999999999,475.0
WA,56,408,0,1,0,1.0,1.0,236,61.71,552.2
ID,92,415,29,1,1,1.0,1.0,364,59.11,541.3
MN,81,510,0,2,0,1.0,1.0,315,59.879999999999995,624.4000000000001
TX,139,510,31,1,1,1.0,1.0,272,64.88000000000001,631.1999999999999
AZ,68,415,0,1,0,1.0,1.0,288,65.04,610.8000000000001
DE,183,415,8,2,0,1.0,1.0,351,49.42,560.8000000000001
CO,90,408,0,0,0,1.0,1.0,355,45.07,445.6
WI,165,408,0,1,0,1.0,1.0,268,60.419999999999995,617.3
WI,89,415,0,1,1,1.0,1.0,320,78.86,661.8
NJ,59,510,0,0,0,1.0,1.0,265,67.71,712.5999999999999
IL,16,415,0,0,0,1.0,1.0,246,41.519999999999996,454.2
DC,114,415,0,5,1,1.0,1.0,339,53.550000000000004,593.0
IA,113,510,0,2,0,1.0,1.0,341,59.449999999999996,600.0
GA,120,408,0,2,0,1.0,1.0,284,41.67,440.9
AK,115,415,0,0,0,1.0,1.0,288,63.58,636.9
CA,37,510,0,2,1,1.0,1.0,300,74.74000000000001,717.5
MN,100,415,0,2,1,1.0,1.0,293,52.550000000000004,505.80000000000007
CO,132,415,0,4,1,1.0,1.0,282,55.93000000000001,519.9000000000001
KY,38,408,36,2,0,1.0,1.0,266,46.160000000000004,481.5
SC,1,408,0,0,0,1.0,1.0,273,45.419999999999995,436.9
MT,97,415,15,1,0,1.0,1.0,339,45.489999999999995,477.69999999999993
KY,55,415,28,2,0,1.0,1.0,288,45.44,498.8
WV,75,415,0,1,0,1.0,1.0,356,54.10999999999999,615.6
ID,83,415,0,2,0,1.0,1.0,278,57.160000000000004,600.1
MN,40,510,0,6,1,1.0,1.0,298,44.349999999999994,515.1999999999999
MA,101,415,21,2,0,1.0,1.0,272,71.47,690.6
MD,120,415,40,0,0,1.0,1.0,301,56.03,591.1
SD,183,415,31,1,0,1.0,1.0,267,57.150000000000006,571.5
PA,75,510,0,4,1,1.0,1.0,330,52.349999999999994,563.6999999999999
KY,80,415,0,2,0,1.0,1.0,330,65.89999999999999,608.2
ID,88,415,0,0,0,1.0,1.0,324,41.059999999999995,485.90000000000003
NY,112,415,23,1,0,1.0,1.0,288,87.03,806.1
NM,63,510,0,1,0,1.0,1.0,341,65.67,612.5
CA,105,415,31,4,1,1.0,1.0,332,56.51,688.3999999999999
ID,92,415,0,2,0,1.0,1.0,310,65.73,642.5
WY,177,415,0,1,0,1.0,1.0,324,57.09,557.8
NM,118,510,0,0,0,1.0,1.0,373,60.400000000000006,573.1
HI,111,408,13,1,0,1.0,1.0,300,55.82,544.2
ID,82,510,34,3,0,1.0,1.0,316,66.73,677.2
NC,74,415,0,0,0,1.0,1.0,308,41.58,451.1
TX,121,415,31,5,0,1.0,1.0,335,76.81,679.2000000000002
GA,131,408,0,1,0,1.0,1.0,309,60.51,560.8000000000001
AL,125,408,0,2,0,1.0,1.0,340,54.660000000000004,547.7
ME,19,415,0,1,0,1.0,1.0,335,58.64999999999999,564.1999999999999
VA,138,415,0,3,0,1.0,1.0,305,60.55,498.2
ID,119,415,0,3,0,1.0,1.0,335,69.27999999999999,661.5
NY,137,510,0,1,0,1.0,1.0,315,52.980000000000004,608.0
NC,182,415,0,2,1,1.0,1.0,336,75.52000000000001,667.6
OH,135,415,0,1,0,1.0,1.0,291,54.940000000000005,473.29999999999995
HI,134,415,38,1,0,1.0,1.0,237,64.57,601.1
DC,45,415,0,1,0,1.0,1.0,333,50.279999999999994,582.3
TN,129,408,0,1,0,1.0,1.0,374,47.42,515.2
VT,142,415,0,4,0,1.0,1.0,308,66.93,627.8
MD,130,415,45,1,0,1.0,1.0,284,61.35999999999999,624.5
LA,163,408,23,1,0,1.0,1.0,323,73.53999999999999,760.1999999999999
HI,105,415,0,4,0,1.0,1.0,268,64.85,624.0
FL,119,415,0,2,0,1.0,1.0,283,45.02,512.1
WY,78,408,0,0,0,1.0,1.0,330,64.27,599.5999999999999
NE,92,415,0,2,0,1.0,1.0,310,55.449999999999996,527.8
WY,146,415,11,2,0,1.0,1.0,265,58.629999999999995,596.0
OR,125,408,32,1,0,1.0,1.0,302,39.19,426.1
IN,88,415,0,3,0,1.0,1.0,266,56.65,556.0999999999999
